ticker,visible_col,signal_col,n_obs,n_paired,ic,pval,accuracy,ls_spread,abs_ic
TEX,visible_count,leading_corr_ma,27,21,0.029870129870129873,0.8977307350801783,0.47619047619047616,0.007018782179849536,0.029870129870129873
STE,visible_count,leading_confidence,20,20,0.02970242955442826,0.9010721725952718,0.25,0.018840673115050624,0.02970242955442826
TEX,visible_count,contemp_corr_momentum,27,21,-0.02857142857142857,0.9021562162960429,0.6190476190476191,0.030218715399416233,0.02857142857142857
BSX,visible_count,contemp_regime_shift,16,16,-0.028005601680560196,0.9179989706285087,0.0625,0.02336625297298551,0.028005601680560196
HSIC,visible_count,leading_corr_ma,24,18,0.027863777089783277,0.9126078919940869,0.4444444444444444,-0.009179937753784756,0.027863777089783277
TEX,visible_count,contemp_corr_historical,27,23,0.027674821699821453,0.9002497974279747,0.5652173913043478,-0.05675370892896961,0.027674821699821453
PRCT,visible_count,contemp_confidence,12,12,0.027536845620215862,0.932302011645659,0.16666666666666666,0.07336449800711393,0.027536845620215862
MTW,visible_count,filtered_leading_corr,31,25,-0.02692307692307692,0.8983497047434486,0.48,-0.06446716644819092,0.02692307692307692
MTW,visible_count,leading_corr_historical,31,27,-0.026862026862026864,0.8941948368835394,0.5185185185185185,-0.05091029902309589,0.026862026862026864
IDXX,visible_count,ucc_surprise_corr_historical,24,22,0.026538678712591763,0.9066765277008432,0.5,-0.01993014573416572,0.026538678712591763
TTC,visible_count,resid,31,30,-0.02647385984427141,0.8895560646883569,0.4666666666666667,-0.01856852294751138,0.02647385984427141
MDT,visible_count,predicted_surprise_direction,26,23,-0.026243194054073896,0.9053868166901663,0.4782608695652174,-0.0046024896915218836,0.026243194054073896
AGCO,visible_count,leading_corr_momentum,31,25,-0.026153846153846153,0.9012399090142549,0.48,-0.01937655466771001,0.026153846153846153
ASTE,visible_count,leading_confidence,29,29,-0.025970200826593612,0.8936205871890529,0.20689655172413793,0.01459901789198195,0.025970200826593612
LIN,visible_count,predicted_rev_resid_calibrated,20,18,-0.025799793601651185,0.9190604851409846,0.6111111111111112,0.008743272666577203,0.025799793601651185
LIN,visible_count,ucc_to_rev_beta,20,18,0.025799793601651185,0.9190604851409846,0.7222222222222222,0.006298445323048869,0.025799793601651185
SKIN,visible_count,predicted_surprise_magnitude_v2,11,8,-0.023809523809523815,0.9553740118158806,0.5,0.04552955026773877,0.023809523809523815
SKIN,visible_count,ucc_to_surprise_beta,11,8,-0.023809523809523815,0.9553740118158806,0.5,-0.2307320673228587,0.023809523809523815
TDOC,visible_count,filtered_contemp_corr,13,8,0.023809523809523815,0.9553740118158806,0.0,-0.3137689112659371,0.023809523809523815
ILMN,visible_count,filtered_leading_corr,28,24,0.023581010860998824,0.9129084884302192,0.5416666666666666,-0.02177209571958095,0.023581010860998824
ASTE,visible_count,ucc_to_rev_beta,29,27,-0.0231990231990232,0.9085586589292384,0.48148148148148145,-0.014536169402998225,0.0231990231990232
VMI,visible_count,contemp_confidence,31,31,-0.023058882804415055,0.9020068234780648,0.3225806451612903,0.019443314349079123,0.023058882804415055
ILMN,visible_count,predicted_surprise_magnitude,28,26,0.02264164266398312,0.9125791213849817,0.6153846153846154,-0.02594081290137477,0.02264164266398312
